Document Type is not importable,End Time.,
Document Type is not submittable,End Transit.,
Document Type to Track,End Year.,
Document Type {0} has been repeated.,End Year cannot be before Start Year.,
Document Types,End date cannot be before start date.,
Document Types (Select Permissions Only),End date of current invoice's period,
Document Types and Permissions,End date: {0},
Document Unlocked,End of Life,
Document follow is not enabled for this user.,End of the current subscription period,
Document has been cancelled,End time cannot be before start time,
Document has been submitted,Ended At,
Document is in draft state,Endpoint URL,
Document is only editable by users with role,Endpoints,
Document not Relinked,Ends on,
Document renamed from {0} to {1},Energy Point,
Document renaming from {0} to {1} has been queued,Energy Point Log,
Document type is required to create a dashboard chart,Energy Point Rule,
Document {0} Already Restored,Energy Point Settings,
Document {0} has been set to state {1} by {2},Energy Point Update on {0},
Document {0} {1} does not exist,Energy Points,
Documentation,Enough Parts to Build,
Documentation Link,Enqueued By,
Documentation URL,Enqueued creation of indexes,
Documents,Ensure Delivery Based on Produced Serial No,
Documents restored successfully,Enter API key in Google Settings.,
Documents that failed to restore,Enter Client Id and Client Secret in Google Settings.,
Documents that were already restored,Enter Code displayed in OTP App.,
Domain,Enter First and Last name of Employee based on Which Full Name will be updated. IN transactions it will be Full Name which will be fetched.,
Domain Name,Enter Form Type,
Domain Settings,Enter Manually,
Domains,Enter Serial Nos,
Domains HTML,Enter Supplier,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","""Enter a name for the Operation, for example, Cutting.""",
Don't Import,Enter a name for this Holiday List.,
Don't Override Status,Enter a name for this {0},
Don't Send Emails,"""Enter an Item Code, the name will be auto-filled the same as Item Code on clicking inside the Item Name field.""",
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",Enter customer's email,
Don't have an account?,Enter customer's phone number,
Done,Enter date to scrap asset,
Donut,Enter depreciation details,
Double click to edit label,Enter folder name,
Download,"""Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)""",
Download Backups,Enter the Bank Guarantee Number before submitting.,
Download Data,"""Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.\

 After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.""",
Download Files Backup,Enter the Standard Working Hours for a normal work day. These hours will be used in calculations of reports such as Employee Hours Utilization and Project Profitability analysis.,
Download Link,Enter the name of the Beneficiary before submitting.,
Download PDF,Enter the name of the bank or lending institution before submitting.,
Download Report,Enter the opening stock units.,
Download Template,Enter the quantity to manufacture. Raw material Items will be fetched only when this is set.,
Download Your Data,Enter url parameter for message,
Download vCard,Enter url parameter for receiver nos,
Download vCards,Enter your password,
Dr,Entry Type,r
Draft,Equals,
Drag,Equity,
Drag & Drop a section here from another tab,Equity/Liability Account,
Drag and drop files here or upload from,Error,
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,Error Description,
Drag elements from the sidebar to add. Drag them back to trash.,Error Log,
Drag to add state,Error Message,
Drop files here,Error in Client Script.,
Dropbox Access Token,Error in Header/Footer Script,
Dropbox Refresh Token,Error in Notification,
Dropbox Settings,Error in formula or condition,
Dropbox Setup,Error in formula or condition: {0} in Income Tax Slab,
Dropdowns,Error in party matching for Bank Transaction {0},
Due Date,Error in print format on line {0}: {1},
Due Date Based On,Error in some rows,
Duplicate,Error: {0} is mandatory field,
Duplicate Entry,Estimated Arrival,
Duplicate Filter Name,Estimated Cost Per Position,
Duplicate Name,Evaluation Method cannot be changed as there are existing appraisals created for this cycle,
Duplicate current row,Event Frequency,
Duplicate field,Event Name,
Duration,Event Type,
Dynamic,Every 3 Weeks,
Dynamic Filters,Every Valid Check-in and Check-out,
Dynamic Filters JSON,Every Week,
Dynamic Filters Section,Everyone,
Dynamic Link,"""Everyone, let’s congratulate them on their work anniversary!""",
Dynamic Report Filters,"""Everyone, let’s congratulate {0} on their birthday.""",
Dynamic Route,"""Ex: """"colours"""": [""""#d1d8dd"""", """"#ff5858""""]""",
Dynamic Template,Exact Copies,
ESC,"""Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.""",
Edit,Exchange Rate cannot be zero.,
Edit Address in Form,Exchange Rate must be same as {0} {1} ({2}),
Edit Auto Email Report Settings,Excise Entry,
Edit Chart,Excluded DocTypes,
Edit Custom Block,Excluded {0} Non-Encashable Leaves for {1},
Edit Custom HTML,Execute,
Edit DocType,Execute Console script,Button in list view menu
Edit Existing,Executing...,
Edit Filter,Execution,
Edit Filters,Execution Time: {0} sec,
Edit Footer,Executive,
Edit Format,Exempt Supplies,
Edit Full Form,Exempted from Income Tax,
Edit HTML,Exemption Category,
Edit Header,Exemption Proofs,
Edit Heading,Exemption Sub Category,
Edit Letter Head,Existing Company,
Edit Letter Head Footer,Existing Company,
Edit Links,Existing Record,
Edit Number Card,Exit Confirmed,
Edit Onboarding,Exit Details,
Edit Print Format,Exit Interview,
Edit Profile,Exit Interview Held On,
Edit Properties,Exit Interview Pending,
Edit Quick List,Exit Interview Summary,
Edit Shortcut,Exit Questionnaire,
Edit Values,Exit Questionnaire Notification,
Edit mode,Exit Questionnaire Notification Template,
Edit the {0} Doctype,Exit Questionnaire Pending,
Edit to add content,Exit Questionnaire Web Form,
Edit your response,Expand,Button in web form
Edit your workflow visually using the Workflow Builder.,Expand All,
Edit {0},Expected,
Editable Grid,Expected Amount,
Editing Row,Expected Arrival Date,
Editing {0},Expected Average Rating,
Eg. smsgateway.com/api/send_sms.cgi,Expected End Date,
Either key or IP flag is required.,Expected Skill Set,
Element Selector,Expense Account Missing,
Email,Expense Approver,
Email Account,Expense Approver Mandatory In Expense Claim,
Email Account Disabled.,Expense Claim,
Email Account Name,Expense Claim Account,
Email Account added multiple times,Expense Claim Advance,
Email Account not setup. Please create a new Email Account from Settings > Email Account,Expense Claim Detail,
Email Address,Expense Claim Summary,
Email Address whose Google Contacts are to be synced.,Expense Claim {0} already exists for the Vehicle Log,
Email Addresses,Expense Claims,
Email Domain,Expense account not present in Purchase Invoice {0},
Email Flag Queue,Expense item not present in Purchase Invoice,
Email Footer Address,Expenses,
Email Group,Expenses & Advances,
Email Group Member,Expenses Included In Asset Valuation,
Email ID,Expenses Included In Valuation,
Email IDs,Experimental,
Email Id,Expert,
Email Inbox,Expiration time,
Email Queue,Expire Allocation,
Email Queue Recipient,Expire Carry Forwarded Leaves (Days),
Email Queue flushing aborted due to too many failures.,Expire Leaves,
Email Queue records.,Expire Notification On,
Email Reply Help,Expired Batches,
Email Retry Limit,Expired Leave(s),
Email Rule,Expired Leaves,
Email Sent,Expires On,
Email Sent At,Expiry,
Email Settings,Expiry Date Mandatory,
Email Signature,Expiry Duration (in days),
Email Status,Expiry time of QR Code Image Page,
Email Sync Option,Explanation,
Email Template,Exploded Items,
Email Threads on Assigned Document,Exponential Smoothing Forecasting,
Email To,Export,
Email Unsubscribe,Export 1 record,
Email has been marked as spam,Export Custom Permissions,
Email has been moved to trash,Export Customisations,
Email is mandatory to create User Email,Export Data,
Email not sent to {0} (unsubscribed / disabled),Export E-Invoices,
Email not verified with {0},Export Errored Rows,
Email queue is currently suspended. Resume to automatically send emails.,Export Import Log,
Emails,Export as zip,
Emails Pulled,Export not allowed. You need {0} role to export.,
Emails are already being pulled from this account.,Export without main header,
Emails are muted,Export {0} records,
Emails will be sent with next possible workflow actions,Exporting...,
Embed code copied,Expose Recipients,
Empty column,"""Field """"title"""" is mandatory if """"Website Search Field"""" is set.""",
Enable,"""Field """"value"""" is mandatory. Please specify value to be updated""",
Enable Address Autocompletion,Field Description,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,Field Mapping,
Enable Auto Reply,Field To Check,
Enable Automatic Backup,Field Type,
Enable Automatic Linking in Documents,Field in Bank Transaction,
Enable Comments,Field to Track,
Enable Email Notification,Fieldname '{0}' conflicting with a {1} of the name {2} in {3},
Enable Email Notifications,Fieldname called {0} must exist to enable autonaming,
Enable Google API in Google Settings.,Fieldname which will be the DocType for this link field.,
Enable Google indexing,Fieldname {0} appears multiple times,
Enable Incoming,Fieldname {0} is restricted,
Enable Onboarding,Fields Multicheck,
Enable Outgoing,Fields `file_name` or `file_url` must be set for File,
Enable Password Policy,Fields must be a list or tuple when as_list is enabled,
Enable Prepared Report,Fields will be copied over only at time of creation.,
Enable Print Server,Fieldtype,
Enable Push Notification Relay,Fieldtype cannot be changed from {0} to {1} in row {2},
Enable Rate Limit,File,
Enable Raw Printing,"""File """"{0}"""" was skipped because of invalid file type""",
Enable Report,"""File """"{0}"""" was skipped because only {1} uploads are allowed""",
Enable Scheduled Jobs,"""File """"{0}"""" was skipped because only {1} uploads are allowed for DocType """"{2}""""""",
Enable Scheduler,"""File """"{0}"""" was skipped because size exceeds {1} MB""",
Enable Security,File '{0}' not found,
Enable Social Login,File Backup,
Enable Social Sharing,File Information,
Enable Tracking Page Views,File Name,
Enable Two Factor Auth,File Preview,
Enable developer mode to create a standard Print Template,File Storage,
Enable developer mode to create a standard Web Template,File Type,
Enable email notification for any comment or likes received on your Blog Post.,File URL,
"Enable if on click
opens modal.",File backup is ready,
Enable in-app website tracking,File name cannot have {0},
Enabled,File type of {0} is not allowed,
Enabled Scheduler,File {0} does not exist,
Enabled email inbox for user {0},Files,
Enables Calendar and Gantt views.,Fill the form and save it,
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,Filled,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.",Filter List,
Enabling this will submit documents in background,Filter Meta,
Encrypt Backups,Filter on Payment,
Encryption key is in invalid format!,Filtered By,
Encryption key is invalid! Please check site_config.json,Filtered Records,
End,"""Filtered by """"{0}""""""",
End Date,Filters,
End Date Field,Filters Configuration,
End Date cannot be before Start Date!,Filters JSON,
Ended At,Final Score Formula,
Endpoint URL,Finance Book,
Endpoints,Finance Book Detail,
Ends on,Finance Book Id,
Energy Point,Finance Books,
Energy Point Log,Financial Ratios,
Energy Point Rule,Financial Statements,
Energy Point Settings,Financial Year Begins On,
Energy Point Update on {0},Financial reports will be generated using GL Entry doctypes (should be enabled if Period Closing Voucher is not posted for all years sequentially or missing),
Energy Points,Find '{0}' in ...,
Enqueued By,Finished Good Quantity,
Enqueued creation of indexes,Finished Good UOM,
Ensure the user and group search paths are correct.,Finished Good {0} is disabled.,
Enter Client Id and Client Secret in Google Settings.,Finished Good {0} must be a sub-contracted item.,
Enter Code displayed in OTP App.,First Transaction,
Enter Email Recipient(s),First data column must be blank.,
Enter Form Type,"""Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}.""",
Enter Value,Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0}.,Title of prompt dialog
Enter a name for this {0},Fit,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",Fixed Asset Register,
Enter folder name,Fixed Time,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)",Flag,
Enter url parameter for message,Fold,
Enter url parameter for receiver nos,Fold cannot be at the end of the form.,
Enter your password,Fold must come before a Section Break.,
Entity Name,Folder {0} is not empty.,
Entity Type,Folio,
Equals,Follow,
Error,Followed by,
Error Log,Following Report Filters have missing values:,
Error Message,Following document {0}.,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.",Following fields are missing:,
Error connecting via IMAP/POP3: {e},Following fields have invalid values:,
Error connecting via SMTP: {e},Following fields have missing values.,
Error has occurred in {0},Font,
Error in Client Script,Font Properties,
Error in Client Script.,Font Size,
Error in Header/Footer Script,Fonts,
Error in Notification,Food,
Error in print format on line {0}: {1},Footer Content,
Error while connecting to email account {0},Footer HTML,
Error while evaluating Notification {0}. Please fix your template.,Footer HTML set from attachment {0}.,
Error: Data missing in table {0},Footer Template,
Error: Value missing for {0}: {1},Footer will display correctly only in PDF.,
Error: {0} Row #{1}: Value missing for: {2},For,
Errors,For Buying,
Event,For Item {0} cannot be received more than {1} qty against the {2} {3}.,
Event Category,For Job Card,
Event Frequency,For Operation,
Event Participants,"""For Return Invoices with Stock effect, '0' qty Items are not allowed. Following rows are affected: {0}.""",
Event Reminders,For Selling,
Event Synced with Google Calendar.,For User,
Event Type,For Value,
Events,For Warehouse,
Events in Today's Calendar,For Work Order,
Everyone,For dunning fee and interest,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]",For example:,
Exact Copies,"""For example: If you want to include the document ID, use {0}.""",
Example,"""For help see <a href=""""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"""" target=""""_blank"""">Client Script API and Examples</a>.""",
"Example: ""/desk""","""For item {0}, rate must be a positive number. To allow negative rates, enable {1} in {2}.""",
Example: #Tree/Account,"""For more information, <a class=""""text-muted"""" href=""""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"""">click here</a>.""",
Example: 00001,"""For more information, {0}.""",
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,For reference,
Example: {{ subject }},"""For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included.""",
Excel,For row {0}: Enter Planned Qty,
Excellent,For the 'Apply Rule On Other' condition the field {0} is mandatory.,
Exception,"""For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes.""",
Execute,From Date should be within the Fiscal Year.,
Execute Console script,From Employee,
Executing...,From External Ecomm Platform,
Execution Time: {0} sec,From Folio No,
Executive,From Full Name,
Existing Role,From and To Dates are required.,
Expand,Fuel UOM.,
Expand All,Fulfilled.,
Experimental,Gain/Loss.,
Expert,Gain/Loss Account on Asset Disposal.,
Expiration time,Gain/Loss accumulated in foreign currency account. Accounts with '0' balance in either Base or Account currency.,
Expire Notification On,Gantt.,
Expired,Gantt Chart.,
Expires In,General.,
Expires On,General Ledger.,
Expiry time of QR Code Image Page,Generate Invoice At.,
Export,Generate Random Password.,
Export 1 record,Generate Schedule.,
Export Custom Permissions,Generate Stock Closing Entry.,
Export Customizations,Generate Tracking URL.,
Export Data,"""Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.""",
Export Errored Rows,Generating Preview.,
Export From,Geo.,
Export Import Log,Geoapify.,
Export Report: {0},Geolocation.,Export report
Export Type,Geolocation Error.,
Export all matching rows?,Geolocation Settings.,
Export all {0} rows?,Geolocation is not supported by your current browser.,
Export as zip,Get Advances Paid.,
Export not allowed. You need {0} role to export.,Get Advances Received.,
Export the data without any header notes and column descriptions,Get Alerts for Today.,
Export without main header,Get Allocations.,
Export {0} records,Get Backup Encryption Key.,
Exported permissions will be force-synced on every migrate overriding any other customization.,Get Contacts.,
Expose Recipients,Get Customer Group Details.,
Expression,Get Details From Declaration.,
Expression (old style),Get Employees.,
"Expression, Optional",Get Entries.,
External Link,Get Finished Goods.,
Extra Parameters,Get Item Locations.,
Facebook,Get Items from Product Bundle.,
Fail,Get Job Requisitions.,
Failed,Get Latest Query.,
Failed Emails,Get Material Request.,
Failed Job Count,Get Outstanding Invoices.,
Failed Jobs,Get Outstanding Orders.,
Failed Logins (Last 30 days),Get PDF.,
Failed Transactions,Get Payment Entries.,
Failed to aquire lock: {}. Lock may be held by another process.,Get Raw Materials Cost from Consumption Entry.,
Failed to change password.,Get Raw Materials for Purchase.,
Failed to complete setup,Get Raw Materials for Transfer.,
Failed to compute request body: {},Get Sales Orders.,
Failed to connect to server,Get Scrap Items.,
"Failed to decode token, please provide a valid base64-encoded token.",Get Stock.,
Failed to decrypt key {0},Get Sub Assembly Items.,
Failed to delete {0} documents: {1},Get Suppliers.,
Failed to enable scheduler: {0},Get Template.,
Failed to evaluate conditions: {},Get Unreconciled Entries.,
Failed to export python type hints,Get Updates.,
Failed to generate names from the series,Get a preview of generated names with a series.,
Failed to generate preview of series,Get more insights with.,
Failed to get method for command {0} with {1},Get notified when an email is received on any of the documents assigned to you.,
Failed to get method {0} with {1},Get stops from.,
Failed to get site info,Get the app on your device for easy access & a better experience!,
"Failed to import virtual doctype {}, is controller file present?",Get the app on your iPhone for easy access & a better experience.,
Failed to optimize image: {0},Gift Card.,
Failed to render message: {},GitHub.,
Failed to render subject: {},Github flavoured markdown syntax.,
Failed to request login to Frappe Cloud,Give Review Points.,
Failed to send email with subject:,Give free item for every N quantity.,
Failed to send notification email,Global Defaults.,
Failed to update global settings,Go.,
Failed while calling API {0},Go to Login Required field.,
Failing Scheduled Jobs (last 7 days),Go to Notification Settings List.,
Failure,Go to Page.,
Failure Rate,Go to next record.,
FavIcon,Go to this URL after completing the form.,
Fax,Go to {0}.,
Featured,Go to {0} List.,
Feedback,Goal.,
Female,Goods In Transit,
Fetch From,Google,
Fetch Images,Google Analytics anonymise IP,
Fetch attached images from document,Google Calendar - Could not update Event {0} in Google Calendar error code {1}.,
Fetch on Save if Empty,Google Calendar has been configured.,
Fetching default Global Search documents.,Google Drive,
Field,Google Drive Backup Successful.,
"Field ""route"" is mandatory for Web Views",Google Drive Picker,
"Field ""title"" is mandatory if ""Website Search Field"" is set.",Google Drive Picker Enabled,
"Field ""value"" is mandatory. Please specify value to be updated",Google Font,
Field Description,Google Meet Link,
Field Missing,Google Sheets URL is invalid or not publicly accessible.,
Field Name,"""Google Sheets URL must end with """"gid={number}"""". Copy and paste the URL from the browser address bar and try again.""",
Field Orientation (Left-Right),Google Snippet Preview,
Field Orientation (Top-Down),Government,
Field Template,Grace Period,
Field To Check,Grade,
Field Type,Graduate,
Field not permitted in query,Grand Total (Company Currency),
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",Grant Commission,
Field to Track,Grant Type,
Field type cannot be changed for {0},Graph,
Field {0} does not exist on {1},Gratuity,
Field {0} is referring to non-existing doctype {1}.,Gratuity Applicable Component,
Field {0} not found.,Gratuity Rule,
Field {0} on document {1} is neither a Mobile number field nor a Customer or User link,Gratuity Rule Slab,
Fieldname,Gray,
Fieldname '{0}' conflicting with a {1} of the name {2} in {3},Greater Than,
Fieldname called {0} must exist to enable autonaming,Greater Than Amount,
Fieldname is limited to 64 characters ({0}),Greater Than Or Equal To,
Fieldname not set for Custom Field,Green,
Fieldname which will be the DocType for this link field.,Greeting Message,
Fieldname {0} appears multiple times,Greeting Subtitle,
Fieldname {0} cannot have special characters like {1},Greeting Title,
Fieldname {0} conflicting with meta object,Greetings Section,
Fieldname {0} is restricted,Grid Empty State,
Fields,Grid Page Length,
Fields Multicheck,Grid Shortcuts,
Fields `file_name` or `file_url` must be set for File,Grievance Against,
Fields must be a list or tuple when as_list is enabled,Grievance Against Party,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box",Grievance Details,
Fieldtype,Gross Margin,
Fieldtype cannot be changed from {0} to {1},Gross Margin %,
Fieldtype cannot be changed from {0} to {1} in row {2},Gross Pay,
File,Gross Pay (Company Currency),
"File ""{0}"" was skipped because of invalid file type",Gross Profit,
"File ""{0}"" was skipped because only {1} uploads are allowed",Gross Profit / Loss,
"File ""{0}"" was skipped because only {1} uploads are allowed for DocType ""{2}""",Gross Profit Percent,
"File ""{0}"" was skipped because size exceeds {1} MB",Gross Purchase Amount,
File '{0}' not found,Gross Purchase Amount Too Low: {0} cannot be depreciated over {1} cycles with a frequency of {2} depreciations.,
File Backup,Gross Purchase Amount is mandatory,
File Information,Gross Purchase Amount should be <b>equal</b> to purchase amount of one single Asset.,
File Manager,Gross Weight,
File Name,Gross Weight UOM,
File Size,Gross Year To Date(Company Currency),
File Storage,Gross and Net Profit Report,
File Type,Group,
File URL,Group By,
File backup is ready,Group By Based On,
File name cannot have {0},Group By Customer,
File not attached,Group By Supplier,
File size exceeded the maximum allowed size of {0} MB,Group By Type,
File too big,Group Node,
File type of {0} is not allowed,Group Object Class,
File {0} does not exist,Group Same Items,
Files,Group Warehouses cannot be used in transactions. Please change the value of {0},
Filter,Group by Item,
Filter By,Group by Party,
Filter Data,Group by Purchase Order,
Filter List,Group by Voucher,
Filter Meta,Group by Voucher (Consolidated),
Filter Name,Group goal's progress is auto-calculated based on the child goals.,
Filter Values,Group same items,
Filter...,HEAD,
Filtered By,HERE,
Filtered Records,HH:mm,
"Filtered by ""{0}""",HH:mm:ss,
Filters,HR,
Filters Configuration,HR & Payroll,
Filters Display,HR & Payroll Settings,
Filters JSON,HR Manager,
Filters Section,HR Settings,
Filters applied for {0},HR User,
Filters saved,HR-APR-.YYYY.-,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>",HR-ATT-.YYYY.-,
Filters {0},HR-DRI-.YYYY.-,
Filters:,HR-EAD-.YYYY.-,
Find '{0}' in ...,Half,
Find {0} in {1},Half Day,
Finished,Half Day Date is mandatory,
Finished At,Half Day Date should be between From Date and To Date,
First,Have Default Naming Series for Batch ID?,
First Day of the Week,Header HTML,
First Name,Header and Breadcrumbs,
First Success Message,Health Insurance,
First Transaction,Health Insurance Name,
First data column must be blank.,Health Insurance No,
First set the name and save the record.,Health Insurance Provider,
Fit,Help HTML,
Flag,Here are the options to proceed:,
Float,"""Here, you can select a senior of this Employee. Based on this, Organisation Chart will be populated.""",
Float Precision,Here your weekly offs are pre-populated based on the previous selections. You can add more rows to also add public and national holidays individually.,
Fold,Hidden list maintaining the list of contacts linked to Shareholder,
Fold can not be at the end of the form,Hide,
Fold must come before a Section Break,Hide Block,
Folder,Hide Border,
Folder Name,Hide Buttons,
Folder name should not include '/' (slash),Hide CTA,
Folder {0} is not empty,Hide Copy,
Folio,Hide Currency Symbol,
Follow,Hide Customer's Tax ID from Sales Transactions,
Followed by,Hide Empty Read-Only Fields,
Following Report Filters have missing values:,Hide Images,
Following document {0},Hide Label,
Following fields are missing:,Hide Preview,
Following fields have invalid values:,Hide Previous Next and Close button on highlight dialog.,
Following fields have missing values,Hide Saved,
Following fields have missing values:,Hide Seconds,
Following links are broken in the email content: {0},Hide Sidebar Menu and Comments,
Font,Hide Standard Menu,
Font Properties,Hide Tags,
Font Size,Hide Unavailable Items,
Fonts,Hide Weekends,
Footer,Hide details,
"Footer ""Powered By""",Hide footer,
Footer Based On,Hide footer in auto email reports,
Footer Content,Hide footer signup,
Footer Details,Hide navbar,
Footer HTML,Hide timesheets,
Footer HTML set from attachment {0},High,
Footer Image,Higher priority rule will be applied first,
Footer Items,Higher the number higher the priority,
Footer Logo,Highlight,
Footer Script,"""Hint: Include symbols, numbers and capital letters in the password""",
Footer Template,Hiring Count,
Footer Template Values,Hiring Settings,
Footer might not be visible as {0} option is disabled</div>,History In Company,
Footer will display correctly only in PDF,Hold,
For DocType,Holiday List for Optional Leave,
For DocType Link / DocType Action,Holidays,
For Document,Holidays this Month.,
For Document Event,Holidays this Week.,
For Document Type,Home,
For Example: {} Open,Home Settings,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.",Hour Rate,
For User,House rented dates required for exemption calculation,
For Value,House rented dates should be at least 15 days apart,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).",Hrs,
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,IBAN,
For example:,IBAN is not valid,
"For example: If you want to include the document ID, use {0}",ID,
For example: {} Open,ID (name),
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>",ID (name) of the entity whose property is to be set,
"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.",IMAP Details,
"For more information, {0}.",IMAP Folder,
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com",IN,
"For updating, you can update only selective columns.",Identification Document Type,
For {0} at level {1} in {2} in row {3},Identification of the package for the delivery (for print),
Force,Identifying Decision Makers,
Force Re-route to Default View,Identity Details,
Force Show,Idle,
Force Stop job,Idx,
Force User to Reset Password,"""If """"Months"""" is selected, a fixed amount will be booked as deferred revenue or expense for each month irrespective of the number of days in a month. It will be prorated if deferred revenue or expense is not booked for an entire month""",
Force Web Capture Mode for Uploads,"If <b>Enabled</b> - Reconciliation happens on the <b>Advance Payment posting date</b><br>
If <b>Disabled</b> - Reconciliation happens on oldest of 2 Dates: <b>Invoice Date</b> or the <b>Advance Payment posting date</b><br>
",
Forgot Password?,If Income or Expense,
Form,If Owner,
Form Builder,"""If a Role does not have access at Level 0, then higher levels are meaningless.""",
Form Dict,"""If an operation is divided into sub operations, they can be added here.""",
Form Settings,"""If blank, parent Warehouse Account or company default will be considered in transactions""",
Form Tour,"""If checked, Payroll Payable will be booked against each employee""",
Form Tour Step,"""If checked, Rejected Quantity will be included while making Purchase Invoice from Purchase Receipt.""",
Form URL-Encoded,"""If checked, Stock will be reserved on <b>Submit</b>""",
Format,"""If checked, all other workflows become inactive.""",
Format Data,"""If checked, hides and disables Rounded Total field in Salary Slips""",
Forward,"""If checked, we will create demo data for you to explore the system. This demo data can be erased later.""",
Forward To Email Address,If different than customer address,
Fraction,If disable 'In Words' field will not be visible in any transaction,
Fraction Units,If disable 'Rounded Total' field will not be visible in any transaction,
Frappe,"""If enabled, Tax Exemption Declaration will be considered for income tax calculation.""",
Frappe Framework,"""If enabled, all responses on the web form will be submitted anonymously""",
Frappe Light,"""If enabled, changes to the document are tracked and shown in the timeline.""",
Frappe Mail,"""If enabled, deducts payment days for absent attendance on holidays.""",
Frappe Mail OAuth Error,"""If enabled, do not update serial/batch values in the stock transactions on the creation of auto Serial 
 / Batch Bundle.""",
Frappe Mail Site,"""If enabled, document views are tracked; this can happen multiple times.""",
Frappe Support,"""If enabled, ledger entries will be posted for change amounts in POS transactions.""",
Frappe page builder using components,"""If enabled, the component will be considered a tax component and the amount will be auto-calculated as per the configured income tax slabs.""",
Free,"""If enabled, the component will be included in the Income Tax Deductions report.""",Image Cropper
Frequency,"""If enabled, the system will allow selecting UOMs in sales and purchase transactions only if the conversion rate is set in the item master.""",
Friday,"""If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, its value can be referenced by other components that can be added or deducted.""",
From,"""If enabled, the system will only validate the pricing rule and not apply it automatically. The user has to manually set the discount percentage/margin/free items to validate the pricing rule.""",
From Date,If more than one package of the same type (for print).,
From Date Field,"""If multiple Pricing Rules continue to prevail, users are asked to set Priority manually to resolve conflict.""",
From Document Type,"""If the item is transacting as a Zero Valuation Rate item in this entry, please enable 'Allow Zero Valuation Rate' in the {0} Item table.""",
From Full Name,"""If this checkbox is checked, the paid amount will be split and allocated as per the amounts in the payment schedule against each payment term.""",
From User,"""If you are using loans in salary slips, please install the {0} app from Frappe Cloud Marketplace or GitHub to continue using loan integration with payroll.""",
From version,Ignore Available Stock,
Full,Ignores legacy Is Opening field in GL Entry that allows adding opening balance post the system is in use while generating reports,
Full Name,Illegal Access Token. Please try again,
Full Page,Illegal Document Status for {0},
Full Width,Illegal template,
Function,Image: Corrupted Data Stream,
Function Based On,Images,
Function {0} is not whitelisted.,Impairment,
Further nodes can be only created under 'Group' type nodes,Implement `clear_old_logs` method to enable auto error clearing.,
Fw: {0},Import File Errors and Warnings,
GET,Import Invoices,
GMail,Import Subscribers,
GNU Affero General Public License,Import Successful,
GNU General Public License,Import Supplier Invoice,
Gantt,Import template should contain a Header and at least one row.,
Gantt View,Importing Common Codes,
Gender,Importing {0} of {1},
Genderqueer,"""Importing {0} of {1}, {2}""",
General,In,
